,label,vector
1701,/content/drive/My Drive/faces94/male/ptnich/ptnich.10.jpg,[ 77 174 109 ...  24  88  67]
1702,/content/drive/My Drive/faces94/male/ptnich/ptnich.11.jpg,[ 83 176 109 ...  25  90  65]
1703,/content/drive/My Drive/faces94/male/ptnich/ptnich.12.jpg,[ 77 175 107 ...  26  90  68]
1704,/content/drive/My Drive/faces94/male/ptnich/ptnich.14.jpg,[ 72 174 107 ...  25  90  65]
1705,/content/drive/My Drive/faces94/male/ptnich/ptnich.15.jpg,[ 81 176 109 ...  27  89  64]
1706,/content/drive/My Drive/faces94/male/ptnich/ptnich.13.jpg,[ 77 175 105 ...  25  91  66]
1707,/content/drive/My Drive/faces94/male/ptnich/ptnich.3.jpg,[ 82 176 111 ...  26  90  68]
1708,/content/drive/My Drive/faces94/male/ptnich/ptnich.16.jpg,[ 86 175 103 ...  25  90  65]
1709,/content/drive/My Drive/faces94/male/ptnich/ptnich.4.jpg,[ 80 176 106 ...  25  90  66]
1710,/content/drive/My Drive/faces94/male/ptnich/ptnich.20.jpg,[ 78 175 108 ...  25  89  67]
1711,/content/drive/My Drive/faces94/male/ptnich/ptnich.5.jpg,[ 83 174 108 ...  24  89  68]
1712,/content/drive/My Drive/faces94/male/ptnich/ptnich.2.jpg,[ 84 173 107 ...  26  88  67]
1713,/content/drive/My Drive/faces94/male/ptnich/ptnich.19.jpg,[ 81 172 108 ...  24  88  64]
1714,/content/drive/My Drive/faces94/male/ptnich/ptnich.17.jpg,[ 79 177 109 ...  25  90  65]
1715,/content/drive/My Drive/faces94/male/ptnich/ptnich.18.jpg,[ 80 176 109 ...  24  89  67]
1716,/content/drive/My Drive/faces94/male/ptnich/ptnich.7.jpg,[ 78 175 109 ...  25  90  68]
1717,/content/drive/My Drive/faces94/male/ptnich/ptnich.8.jpg,[ 79 174 107 ...  26  92  67]
1718,/content/drive/My Drive/faces94/male/ptnich/ptnich.6.jpg,[ 81 173 106 ...  25  88  70]
1719,/content/drive/My Drive/faces94/male/ptnich/ptnich.9.jpg,[ 35  64  39 ... 232 221 203]
1720,/content/drive/My Drive/faces94/male/pacole/pacole.1.jpg,[ 36  65  40 ... 238 223 206]
1721,/content/drive/My Drive/faces94/male/pacole/pacole.11.jpg,[ 36  66  41 ... 237 226 208]
1722,/content/drive/My Drive/faces94/male/pacole/pacole.12.jpg,[ 35  65  40 ... 235 221 202]
1723,/content/drive/My Drive/faces94/male/pacole/pacole.10.jpg,[ 35  65  40 ... 241 223 214]
1724,/content/drive/My Drive/faces94/male/pacole/pacole.13.jpg,[ 34  62  40 ... 231 225 203]
1725,/content/drive/My Drive/faces94/male/pacole/pacole.14.jpg,[ 35  64  41 ... 229 224 208]
1726,/content/drive/My Drive/faces94/male/pacole/pacole.3.jpg,[ 34  64  39 ... 238 221 204]
1727,/content/drive/My Drive/faces94/male/pacole/pacole.15.jpg,[ 34  64  39 ... 241 232 211]
1728,/content/drive/My Drive/faces94/male/pacole/pacole.17.jpg,[ 35  65  40 ... 234 228 211]
1729,/content/drive/My Drive/faces94/male/pacole/pacole.20.jpg,[ 33  62  39 ... 239 231 212]
1730,/content/drive/My Drive/faces94/male/pacole/pacole.19.jpg,[ 33  62  39 ... 234 228 203]
1731,/content/drive/My Drive/faces94/male/pacole/pacole.16.jpg,[ 34  63  40 ... 230 222 211]
1732,/content/drive/My Drive/faces94/male/pacole/pacole.2.jpg,[ 34  63  40 ... 238 229 210]
1733,/content/drive/My Drive/faces94/male/pacole/pacole.18.jpg,[ 34  64  39 ... 228 219 203]
1734,/content/drive/My Drive/faces94/male/pacole/pacole.5.jpg,[ 34  64  39 ... 233 217 203]
1735,/content/drive/My Drive/faces94/male/pacole/pacole.4.jpg,[ 34  64  39 ... 236 224 206]
1736,/content/drive/My Drive/faces94/male/pacole/pacole.7.jpg,[ 35  65  40 ... 230 222 208]
1737,/content/drive/My Drive/faces94/male/pacole/pacole.6.jpg,[ 37  67  42 ... 234 231 213]
1738,/content/drive/My Drive/faces94/male/pacole/pacole.8.jpg,[ 32  64  40 ... 239 228 210]
1739,/content/drive/My Drive/faces94/male/pacole/pacole.9.jpg,[ 64 141  97 ...  43 125  96]
1740,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.1.jpg,[ 66 144  97 ...  46 127  97]
1741,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.11.jpg,[ 64 142  98 ...  49 134 103]
1742,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.16.jpg,[ 67 142  98 ...  45 126  98]
1743,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.10.jpg,[ 61 142  97 ...  43 126  96]
1744,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.17.jpg,[ 60 139  98 ...  44 129  99]
1745,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.12.jpg,[ 65 142  98 ...  47 127  96]
1746,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.14.jpg,[ 62 142  98 ...  43 127  98]
1747,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.13.jpg,[ 65 143  96 ...  42 125  97]
1748,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.15.jpg,[ 61 142  95 ...  47 125 101]
1749,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.18.jpg,[ 66 139  99 ...  47 126  96]
1750,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.19.jpg,[ 60 142  97 ...  41 125  96]
1751,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.2.jpg,[ 61 142  97 ...  45 126  98]
1752,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.20.jpg,[ 66 142  94 ...  46 126  98]
1753,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.4.jpg,[ 65 144  97 ...  44 128  96]
1754,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.5.jpg,[ 70 142  99 ...  44 125  96]
1755,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.3.jpg,[ 60 141  96 ...  43 124  97]
1756,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.8.jpg,[ 63 144  97 ...  48 125  98]
1757,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.9.jpg,[ 63 144  99 ...  44 125  97]
1758,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.7.jpg,[ 63 144  99 ...  43 125  96]
1759,/content/drive/My Drive/faces94/male/nrrbar/nrrbar.6.jpg,[29 74 47 ... 46 90 82]
1760,/content/drive/My Drive/faces94/male/nwilli/nwilli.1.jpg,[31 74 47 ... 49 90 85]
1761,/content/drive/My Drive/faces94/male/nwilli/nwilli.10.jpg,[34 74 49 ... 42 82 71]
1762,/content/drive/My Drive/faces94/male/nwilli/nwilli.11.jpg,[31 74 47 ... 22 62 51]
1763,/content/drive/My Drive/faces94/male/nwilli/nwilli.13.jpg,[31 73 48 ... 22 60 48]
1764,/content/drive/My Drive/faces94/male/nwilli/nwilli.14.jpg,[32 73 46 ... 22 61 49]
1765,/content/drive/My Drive/faces94/male/nwilli/nwilli.15.jpg,[32 73 46 ... 23 61 50]
1766,/content/drive/My Drive/faces94/male/nwilli/nwilli.12.jpg,[31 74 47 ... 28 67 56]
1767,/content/drive/My Drive/faces94/male/nwilli/nwilli.16.jpg,[32 73 46 ... 50 88 87]
1768,/content/drive/My Drive/faces94/male/nwilli/nwilli.20.jpg,[31 74 47 ... 46 87 80]
1769,/content/drive/My Drive/faces94/male/nwilli/nwilli.3.jpg,[32 72 47 ... 51 89 88]
1770,/content/drive/My Drive/faces94/male/nwilli/nwilli.19.jpg,[31 74 47 ... 30 68 58]
1771,/content/drive/My Drive/faces94/male/nwilli/nwilli.17.jpg,[33 74 47 ... 47 88 79]
1772,/content/drive/My Drive/faces94/male/nwilli/nwilli.2.jpg,[30 73 46 ... 52 90 89]
1773,/content/drive/My Drive/faces94/male/nwilli/nwilli.18.jpg,[35 75 49 ... 49 90 85]
1774,/content/drive/My Drive/faces94/male/nwilli/nwilli.4.jpg,[34 75 48 ... 50 91 82]
1775,/content/drive/My Drive/faces94/male/nwilli/nwilli.5.jpg,[34 75 48 ... 41 82 75]
1776,/content/drive/My Drive/faces94/male/nwilli/nwilli.7.jpg,[31 74 47 ... 41 83 73]
1777,/content/drive/My Drive/faces94/male/nwilli/nwilli.8.jpg,[33 72 47 ... 46 87 80]
1778,/content/drive/My Drive/faces94/male/nwilli/nwilli.6.jpg,[33 76 49 ... 43 87 77]
1779,/content/drive/My Drive/faces94/male/nwilli/nwilli.9.jpg,[ 70 163 112 ...  43 129  98]
1780,/content/drive/My Drive/faces94/male/npmitc/npmitc.1.jpg,[ 65 166 110 ...  45 130  97]
1781,/content/drive/My Drive/faces94/male/npmitc/npmitc.14.jpg,[ 75 167 111 ...  40 131  97]
1782,/content/drive/My Drive/faces94/male/npmitc/npmitc.17.jpg,[ 72 168 108 ...  41 130  97]
1783,/content/drive/My Drive/faces94/male/npmitc/npmitc.16.jpg,[ 73 168 112 ...  44 131 101]
1784,/content/drive/My Drive/faces94/male/npmitc/npmitc.18.jpg,[ 67 165 109 ...  45 132  99]
1785,/content/drive/My Drive/faces94/male/npmitc/npmitc.12.jpg,[ 64 165 110 ...  43 130  96]
1786,/content/drive/My Drive/faces94/male/npmitc/npmitc.10.jpg,[ 71 166 115 ...  42 130  97]
1787,/content/drive/My Drive/faces94/male/npmitc/npmitc.13.jpg,[ 72 167 109 ...  45 129  99]
1788,/content/drive/My Drive/faces94/male/npmitc/npmitc.11.jpg,[ 72 166 112 ...  43 131  97]
1789,/content/drive/My Drive/faces94/male/npmitc/npmitc.15.jpg,[ 69 172 111 ...  40 133  99]
1790,/content/drive/My Drive/faces94/male/npmitc/npmitc.19.jpg,[ 73 166 113 ...  48 133  99]
1791,/content/drive/My Drive/faces94/male/npmitc/npmitc.2.jpg,[ 75 169 111 ...  41 133  98]
1792,/content/drive/My Drive/faces94/male/npmitc/npmitc.3.jpg,[ 73 169 115 ...  43 132  97]
1793,/content/drive/My Drive/faces94/male/npmitc/npmitc.20.jpg,[ 77 171 116 ...  46 139 102]
1794,/content/drive/My Drive/faces94/male/npmitc/npmitc.5.jpg,[ 66 171 118 ...  46 138 102]
1795,/content/drive/My Drive/faces94/male/npmitc/npmitc.4.jpg,[ 76 174 120 ...  45 139 105]
1796,/content/drive/My Drive/faces94/male/npmitc/npmitc.6.jpg,[ 71 167 116 ...  45 130  98]
1797,/content/drive/My Drive/faces94/male/npmitc/npmitc.8.jpg,[ 74 172 118 ...  48 137 101]
1798,/content/drive/My Drive/faces94/male/npmitc/npmitc.7.jpg,[ 67 169 112 ...  43 131  95]
1799,/content/drive/My Drive/faces94/male/npmitc/npmitc.9.jpg,[ 82 189 120 ...  19  18  17]
1800,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.12.jpg,[ 79 188 119 ...  28  29  27]
1801,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.15.jpg,[ 86 186 120 ...  22  20  19]
1802,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.13.jpg,[ 78 186 123 ...  31  34  30]
1803,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.16.jpg,[ 82 191 123 ...  13  14  12]
1804,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.10.jpg,[ 86 188 120 ...  19  15  14]
1805,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.11.jpg,[ 86 186 123 ...  24  28  26]
1806,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.1.jpg,[ 85 188 119 ...  30  26  25]
1807,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.14.jpg,[ 78 186 127 ...  28  28  26]
1808,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.18.jpg,[ 88 189 117 ...  29  30  27]
1809,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.17.jpg,[ 85 187 122 ...  33  31  30]
1810,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.19.jpg,[ 86 184 121 ...  30  31  30]
1811,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.2.jpg,[ 86 187 122 ...  45  37  34]
1812,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.4.jpg,[ 81 186 122 ...  30  32  30]
1813,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.3.jpg,[ 80 187 118 ...  27  31  26]
1814,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.20.jpg,[ 82 188 120 ...  39  34  31]
1815,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.5.jpg,[ 87 187 121 ...  25  23  23]
1816,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.9.jpg,[ 83 191 120 ...  25  23  22]
1817,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.8.jpg,[ 86 188 117 ...  24  23  19]
1818,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.7.jpg,[ 83 188 122 ...  26  22  21]
1819,/content/drive/My Drive/faces94/male/rjlabr/rjlabr.6.jpg,[ 58 121  79 ... 163 170 127]
1820,/content/drive/My Drive/faces94/male/rrowle/rrowle.1.jpg,[ 56 122  77 ... 166 168 132]
1821,/content/drive/My Drive/faces94/male/rrowle/rrowle.11.jpg,[ 56 120  84 ... 166 167 129]
1822,/content/drive/My Drive/faces94/male/rrowle/rrowle.12.jpg,[ 60 122  78 ... 171 165 128]
1823,/content/drive/My Drive/faces94/male/rrowle/rrowle.10.jpg,[ 57 117  79 ... 198 196 150]
1824,/content/drive/My Drive/faces94/male/rrowle/rrowle.13.jpg,[ 56 120  78 ... 194 195 152]
1825,/content/drive/My Drive/faces94/male/rrowle/rrowle.14.jpg,[ 51 120  75 ... 189 197 149]
1826,/content/drive/My Drive/faces94/male/rrowle/rrowle.15.jpg,[ 53 122  79 ... 180 195 150]
1827,/content/drive/My Drive/faces94/male/rrowle/rrowle.16.jpg,[ 53 120  75 ... 185 195 149]
1828,/content/drive/My Drive/faces94/male/rrowle/rrowle.18.jpg,[ 52 121  76 ... 180 198 145]
1829,/content/drive/My Drive/faces94/male/rrowle/rrowle.19.jpg,[ 56 122  80 ... 152 159 120]
1830,/content/drive/My Drive/faces94/male/rrowle/rrowle.5.jpg,[ 55 121  80 ... 186 197 148]
1831,/content/drive/My Drive/faces94/male/rrowle/rrowle.17.jpg,[ 54 123  78 ... 162 160 122]
1832,/content/drive/My Drive/faces94/male/rrowle/rrowle.4.jpg,[ 57 121  79 ... 166 167 121]
1833,/content/drive/My Drive/faces94/male/rrowle/rrowle.3.jpg,[ 54 120  79 ... 164 165 126]
1834,/content/drive/My Drive/faces94/male/rrowle/rrowle.2.jpg,[ 55 119  77 ... 192 195 149]
1835,/content/drive/My Drive/faces94/male/rrowle/rrowle.20.jpg,[ 54 123  80 ... 161 161 118]
1836,/content/drive/My Drive/faces94/male/rrowle/rrowle.6.jpg,[ 60 120  79 ... 164 167 127]
1837,/content/drive/My Drive/faces94/male/rrowle/rrowle.7.jpg,[ 54 120  78 ... 180 176 136]
1838,/content/drive/My Drive/faces94/male/rrowle/rrowle.8.jpg,[ 52 124  81 ... 173 173 136]
1839,/content/drive/My Drive/faces94/male/rrowle/rrowle.9.jpg,[ 74 182 123 ...  44 131 103]
1840,/content/drive/My Drive/faces94/male/rsanti/rsanti.1.jpg,[ 77 186 124 ...  45  70  66]
1841,/content/drive/My Drive/faces94/male/rsanti/rsanti.10.jpg,[ 79 186 117 ...  53  64  64]
1842,/content/drive/My Drive/faces94/male/rsanti/rsanti.15.jpg,[ 72 181 121 ...  48  58  57]
1843,/content/drive/My Drive/faces94/male/rsanti/rsanti.16.jpg,[ 82 190 118 ...  49  57  59]
1844,/content/drive/My Drive/faces94/male/rsanti/rsanti.12.jpg,[ 78 189 121 ...  52  67  64]
1845,/content/drive/My Drive/faces94/male/rsanti/rsanti.11.jpg,[ 80 186 118 ...  45  60  61]
1846,/content/drive/My Drive/faces94/male/rsanti/rsanti.14.jpg,[ 80 188 122 ...  48  58  58]
1847,/content/drive/My Drive/faces94/male/rsanti/rsanti.13.jpg,[ 78 182 120 ...  56  55  56]
1848,/content/drive/My Drive/faces94/male/rsanti/rsanti.17.jpg,[ 81 181 121 ...  53  57  56]
1849,/content/drive/My Drive/faces94/male/rsanti/rsanti.18.jpg,[ 78 183 126 ...  44 132 103]
1850,/content/drive/My Drive/faces94/male/rsanti/rsanti.2.jpg,[ 81 183 116 ...  52  53  58]
1851,/content/drive/My Drive/faces94/male/rsanti/rsanti.20.jpg,[ 73 184 122 ...  46 129 106]
1852,/content/drive/My Drive/faces94/male/rsanti/rsanti.3.jpg,[ 76 180 119 ...  48  59  58]
1853,/content/drive/My Drive/faces94/male/rsanti/rsanti.19.jpg,[ 75 184 122 ...  47 125 103]
1854,/content/drive/My Drive/faces94/male/rsanti/rsanti.4.jpg,[ 79 185 123 ...  36  75  68]
1855,/content/drive/My Drive/faces94/male/rsanti/rsanti.9.jpg,[ 78 187 125 ...  39  89  72]
1856,/content/drive/My Drive/faces94/male/rsanti/rsanti.7.jpg,[ 80 186 121 ...  38  91  79]
1857,/content/drive/My Drive/faces94/male/rsanti/rsanti.6.jpg,[ 73 186 119 ...  41  79  69]
1858,/content/drive/My Drive/faces94/male/rsanti/rsanti.5.jpg,[ 76 187 125 ...  40  76  70]
1859,/content/drive/My Drive/faces94/male/rsanti/rsanti.8.jpg,[ 86 195 128 ...   5   5  13]
1860,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.10.jpg,[ 80 193 125 ...  15  13  25]
1861,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.12.jpg,[ 82 195 127 ...  13  10  22]
1862,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.11.jpg,[ 81 196 129 ...   9   9  16]
1863,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.1.jpg,[ 80 193 125 ...  17  15  28]
1864,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.13.jpg,[ 79 193 123 ...  18  14  30]
1865,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.14.jpg,[ 80 193 126 ...   9   9  21]
1866,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.17.jpg,[ 85 194 129 ...  14  12  20]
1867,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.16.jpg,[ 82 193 130 ...   8   8  14]
1868,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.18.jpg,[ 82 191 127 ...  16  14  25]
1869,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.15.jpg,[ 87 201 131 ...   8   7  17]
1870,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.4.jpg,[ 82 199 130 ...  10   7  17]
1871,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.5.jpg,[ 83 196 128 ...   7   7  14]
1872,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.6.jpg,[ 89 196 130 ...  10   7  16]
1873,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.2.jpg,[ 81 194 126 ...   7   7  14]
1874,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.20.jpg,[ 88 193 126 ...  10   8  15]
1875,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.19.jpg,[ 85 198 132 ...   8   6  17]
1876,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.3.jpg,[ 82 199 130 ...   9   9  16]
1877,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.7.jpg,[ 81 196 133 ...   7   8  12]
1878,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.9.jpg,[ 86 199 131 ...   9   8  17]
1879,/content/drive/My Drive/faces94/male/rmpugh/rmpugh.8.jpg,[ 66 160 104 ...  36 118  87]
1880,/content/drive/My Drive/faces94/male/rgharr/rgharr.13.jpg,[ 62 160 108 ...  37 121  87]
1881,/content/drive/My Drive/faces94/male/rgharr/rgharr.12.jpg,[ 69 159 106 ...  33 115  87]
1882,/content/drive/My Drive/faces94/male/rgharr/rgharr.15.jpg,[ 66 158 107 ...  35 119  87]
1883,/content/drive/My Drive/faces94/male/rgharr/rgharr.1.jpg,[ 59 158 109 ...  36 119  94]
1884,/content/drive/My Drive/faces94/male/rgharr/rgharr.11.jpg,[ 69 161 108 ...  39 119  88]
1885,/content/drive/My Drive/faces94/male/rgharr/rgharr.10.jpg,[ 64 160 104 ...  36 117  89]
1886,/content/drive/My Drive/faces94/male/rgharr/rgharr.16.jpg,[ 67 159 108 ...  36 117  89]
1887,/content/drive/My Drive/faces94/male/rgharr/rgharr.14.jpg,[ 65 159 105 ...  35 120  88]
1888,/content/drive/My Drive/faces94/male/rgharr/rgharr.18.jpg,[ 64 158 104 ...  37 118  89]
1889,/content/drive/My Drive/faces94/male/rgharr/rgharr.17.jpg,[ 65 159 103 ...  37 119  86]
1890,/content/drive/My Drive/faces94/male/rgharr/rgharr.19.jpg,[ 65 157 108 ...  37 116  88]
1891,/content/drive/My Drive/faces94/male/rgharr/rgharr.20.jpg,[ 66 163 106 ...  36 117  90]
1892,/content/drive/My Drive/faces94/male/rgharr/rgharr.3.jpg,[ 65 158 107 ...  37 119  86]
1893,/content/drive/My Drive/faces94/male/rgharr/rgharr.2.jpg,[ 59 160 105 ...  39 120  91]
1894,/content/drive/My Drive/faces94/male/rgharr/rgharr.6.jpg,[ 67 158 109 ...  37 121  89]
1895,/content/drive/My Drive/faces94/male/rgharr/rgharr.7.jpg,[ 64 162 108 ...  37 120  89]
1896,/content/drive/My Drive/faces94/male/rgharr/rgharr.5.jpg,[ 65 161 107 ...  38 119  90]
1897,/content/drive/My Drive/faces94/male/rgharr/rgharr.4.jpg,[ 64 159 108 ...  33 117  89]
1898,/content/drive/My Drive/faces94/male/rgharr/rgharr.8.jpg,[ 65 160 106 ...  40 120  92]
1899,/content/drive/My Drive/faces94/male/rgharr/rgharr.9.jpg,[ 84 192 120 ...  38 123  90]
1900,/content/drive/My Drive/faces94/male/rgspru/rgspru.1.jpg,[ 82 195 120 ...  46 111  83]
1901,/content/drive/My Drive/faces94/male/rgspru/rgspru.10.jpg,[ 84 194 120 ...  36  87  67]
1902,/content/drive/My Drive/faces94/male/rgspru/rgspru.12.jpg,[ 85 195 123 ...  18  49  35]
1903,/content/drive/My Drive/faces94/male/rgspru/rgspru.13.jpg,[ 89 196 117 ...  20  53  37]
1904,/content/drive/My Drive/faces94/male/rgspru/rgspru.14.jpg,[ 83 193 120 ...  43  95  73]
1905,/content/drive/My Drive/faces94/male/rgspru/rgspru.11.jpg,[ 83 191 117 ...  20  50  37]
1906,/content/drive/My Drive/faces94/male/rgspru/rgspru.15.jpg,[ 78 192 122 ...  37 123  91]
1907,/content/drive/My Drive/faces94/male/rgspru/rgspru.2.jpg,[ 84 197 122 ...  39 121  89]
1908,/content/drive/My Drive/faces94/male/rgspru/rgspru.3.jpg,[ 86 195 123 ...  37  84  67]
1909,/content/drive/My Drive/faces94/male/rgspru/rgspru.19.jpg,[ 81 194 120 ...  24  62  47]
1910,/content/drive/My Drive/faces94/male/rgspru/rgspru.17.jpg,[ 84 192 118 ...  40  88  63]
1911,/content/drive/My Drive/faces94/male/rgspru/rgspru.18.jpg,[ 89 195 119 ...  18  51  36]
1912,/content/drive/My Drive/faces94/male/rgspru/rgspru.16.jpg,[ 81 193 121 ...  38  84  67]
1913,/content/drive/My Drive/faces94/male/rgspru/rgspru.20.jpg,[ 83 194 119 ...  37 120  87]
1914,/content/drive/My Drive/faces94/male/rgspru/rgspru.4.jpg,[ 80 196 121 ...  44 120  90]
1915,/content/drive/My Drive/faces94/male/rgspru/rgspru.5.jpg,[ 87 193 122 ...  46 121  89]
1916,/content/drive/My Drive/faces94/male/rgspru/rgspru.6.jpg,[ 82 194 122 ...  46 118  93]
1917,/content/drive/My Drive/faces94/male/rgspru/rgspru.7.jpg,[ 84 193 124 ...  44 121  90]
1918,/content/drive/My Drive/faces94/male/rgspru/rgspru.8.jpg,[ 82 192 120 ...  49 117  90]
1919,/content/drive/My Drive/faces94/male/rgspru/rgspru.9.jpg,[ 46  98  68 ...  40 102  68]
1920,/content/drive/My Drive/faces94/male/rlocke/rlocke.1.jpg,[ 45 115  78 ...  49 119  82]
1921,/content/drive/My Drive/faces94/male/rlocke/rlocke.10.jpg,[ 47 111  76 ...  46 113  77]
1922,/content/drive/My Drive/faces94/male/rlocke/rlocke.11.jpg,[ 50 113  77 ...  42 105  74]
1923,/content/drive/My Drive/faces94/male/rlocke/rlocke.12.jpg,[ 49 116  79 ...  42 107  75]
1924,/content/drive/My Drive/faces94/male/rlocke/rlocke.14.jpg,[ 50 112  76 ...  46 108  75]
1925,/content/drive/My Drive/faces94/male/rlocke/rlocke.15.jpg,[ 47 111  76 ...  45 111  76]
1926,/content/drive/My Drive/faces94/male/rlocke/rlocke.16.jpg,[ 51 117  76 ...  42 104  73]
1927,/content/drive/My Drive/faces94/male/rlocke/rlocke.13.jpg,[ 47 111  76 ...  44 112  78]
1928,/content/drive/My Drive/faces94/male/rlocke/rlocke.17.jpg,[44 96 66 ... 41 98 66]
1929,/content/drive/My Drive/faces94/male/rlocke/rlocke.3.jpg,[46 98 68 ... 40 98 69]
1930,/content/drive/My Drive/faces94/male/rlocke/rlocke.2.jpg,[ 49 107  72 ...  47 113  77]
1931,/content/drive/My Drive/faces94/male/rlocke/rlocke.18.jpg,[ 46 110  75 ...  44 113  76]
1932,/content/drive/My Drive/faces94/male/rlocke/rlocke.19.jpg,[ 47 110  71 ...  49 113  77]
1933,/content/drive/My Drive/faces94/male/rlocke/rlocke.20.jpg,[38 90 60 ... 36 96 65]
1934,/content/drive/My Drive/faces94/male/rlocke/rlocke.4.jpg,[34 85 57 ... 43 97 62]
1935,/content/drive/My Drive/faces94/male/rlocke/rlocke.5.jpg,[ 46  98  68 ...  42 104  70]
1936,/content/drive/My Drive/faces94/male/rlocke/rlocke.6.jpg,[ 58 122  82 ...  42 121  82]
1937,/content/drive/My Drive/faces94/male/rlocke/rlocke.8.jpg,[ 44 104  70 ...  45 112  75]
1938,/content/drive/My Drive/faces94/male/rlocke/rlocke.7.jpg,[ 54 130  88 ...  45 119  85]
1939,/content/drive/My Drive/faces94/male/rlocke/rlocke.9.jpg,[41 91 59 ... 23 66 51]
1940,/content/drive/My Drive/faces94/male/rnpwil/rnpwil.1.jpg,[41 91 61 ... 22 68 52]
1941,/content/drive/My Drive/faces94/male/rnpwil/rnpwil.10.jpg,[41 91 61 ... 22 66 49]
1942,/content/drive/My Drive/faces94/male/rnpwil/rnpwil.11.jpg,[42 92 60 ... 22 67 51]
1943,/content/drive/My Drive/faces94/male/rnpwil/rnpwil.17.jpg,[41 91 59 ... 22 65 50]
1944,/content/drive/My Drive/faces94/male/rnpwil/rnpwil.16.jpg,[42 92 62 ... 25 64 49]
1945,/content/drive/My Drive/faces94/male/rnpwil/rnpwil.18.jpg,[42 92 60 ... 22 65 50]
1946,/content/drive/My Drive/faces94/male/rnpwil/rnpwil.14.jpg,[42 90 61 ... 22 67 50]
1947,/content/drive/My Drive/faces94/male/rnpwil/rnpwil.12.jpg,[41 91 61 ... 22 66 50]
1948,/content/drive/My Drive/faces94/male/rnpwil/rnpwil.13.jpg,[40 92 56 ... 24 65 50]
1949,/content/drive/My Drive/faces94/male/rnpwil/rnpwil.15.jpg,[41 90 58 ... 26 62 50]
1950,/content/drive/My Drive/faces94/male/rnpwil/rnpwil.19.jpg,[42 91 59 ... 23 66 51]
1951,/content/drive/My Drive/faces94/male/rnpwil/rnpwil.2.jpg,[41 91 61 ... 21 64 49]
1952,/content/drive/My Drive/faces94/male/rnpwil/rnpwil.20.jpg,[42 90 61 ... 25 65 50]
1953,/content/drive/My Drive/faces94/male/rnpwil/rnpwil.3.jpg,[42 91 59 ... 24 65 50]
